TEAM_ID,PTS,FG_PCT,FT_PCT,FG3_PCT,AST,REB,W_PCT
1610612737,9.538721941565543,0.4151222332170199,0.43417337638664655,0.20731097338680277,2.08124576844956,3.998281339513567,0.4617572262565855
1610612738,9.534940124298924,0.41135869839826184,0.441549087969279,0.1983587994542974,2.045475216007276,4.006113890152089,0.5647312455516015
1610612739,9.63658288225521,0.41338726619861726,0.428888472051021,0.1973353877485396,2.0420172570877324,4.031244975614984,0.4894603445820874
1610612740,9.707566798072714,0.42067279894875165,0.4334282194480946,0.1996775076653526,2.1247809899255365,4.079117389399912,0.4539223978356827
1610612741,9.675135914789749,0.4107513036724731,0.44326683679130147,0.1940008876067902,2.112781537778764,4.146399644957284,0.4864759396355353
1610612742,9.53093392206192,0.41638055141962316,0.43221409868049504,0.2059406479437285,2.051958720542178,3.984391846793654,0.5683030173640763
1610612743,9.988651153105314,0.42442792441043264,0.4453006403248478,0.20368686553178195,2.1920974543182883,4.074964860221771,0.5554607061503417
1610612744,10.007835051546392,0.4200778350515464,0.440004793814433,0.20185979381443298,2.1818556701030927,4.142422680412371,0.5398476868327402
1610612745,9.974212343547691,0.4169080707811826,0.4332214609408718,0.20712068407423392,2.108761329305136,4.123597324126025,0.5533379359430605
1610612746,9.748067254149321,0.4159841055306266,0.43440455208952805,0.20267492025733908,2.0840676866518897,4.041412120884468,0.5223475722625659
1610612747,10.059071964434565,0.42167540983606555,0.425511530980828,0.20911436510141707,2.1544873575993333,4.19066407335371,0.5206141250177986
1610612748,9.600684718331777,0.40744366635543106,0.42761847702043787,0.19932186948853617,2.1400041498080715,4.063543936092955,0.5506608769931663
1610612749,9.652335063009637,0.41293974372551095,0.4261089696071163,0.2030197500794239,2.133538070528434,4.081383035052419,0.48537722419928825
1610612750,9.870361012857224,0.42246521812363147,0.4445126045702094,0.2033771826399416,2.1751726461175678,4.059008477906912,0.39594718861209965
1610612751,9.608606557377048,0.4150739861949957,0.438818863244176,0.19961216566005177,2.096311475409836,4.021300690250215,0.4277427025487683
1610612752,9.658119658119658,0.41368623481781375,0.43732079397210977,0.19991379892037786,2.071693657219973,4.104138551506972,0.4020958007117438
1610612753,9.590508993494067,0.4172670712372205,0.4323464545404844,0.20746962987261494,2.106719151495271,4.092067136843256,0.4478342588637334
1610612754,9.524881391671059,0.41474401686874013,0.4472273062730627,0.2038778597785978,2.071903004744333,4.0309963099631,0.5182419194076605
1610612755,9.694432242477488,0.41639764990116407,0.4359191741708763,0.19459960465627058,2.096584669448715,4.103228640456842,0.4444876833262139
1610612756,10.23197286355181,0.42681655542181857,0.447049731918153,0.2112728416675785,2.2487143013458804,4.162216872743189,0.5087562295315392
1610612757,9.664580860934297,0.41708102276405223,0.43409715179631025,0.2003694573308879,2.028913582910778,4.066404142841731,0.5021167592197067
1610612758,9.927855711422845,0.42280683589401025,0.4453322199955467,0.2031364395457582,2.194166109997773,4.096192384769539,0.40443713512743845
1610612759,9.204708798017348,0.4130563073110285,0.40932441140024795,0.19695598513011153,1.9775960346964065,3.934820322180917,0.6385392282500356
1610612760,9.916563758389263,0.41669691275167786,0.43122308724832215,0.197488322147651,2.0822013422818793,4.175892617449664,0.517779422228547
1610612761,9.655831945414496,0.41509095793262774,0.43926008703594266,0.20193805404824583,2.1049266641594584,4.0076828023424484,0.5106605439270967
1610612762,9.4484295635949,0.4180866590649943,0.4407234373380325,0.19485466984554783,2.060536954493625,3.8825541619156216,0.5403652285348142
1610612763,9.46408986849811,0.41898211148378856,0.4450299739125805,0.19516168876111376,2.0838524197412553,3.9550657509450033,0.49753181494661924
1610612764,9.697859973579918,0.4187193659180978,0.4378901981505945,0.1964296961690885,2.1107001321003964,4.062721268163805,0.41709366548042703
1610612765,9.415716370318327,0.41323169215802835,0.4303110306436794,0.19803258930984166,2.055720693941523,4.034913257309626,0.46350021358393845
1610612766,9.517697824946062,0.41901177911248466,0.4382471281124264,0.19991142340661264,2.1307364860924833,4.032305090675841,0.39003820123326816
